time,FluxChecker-I,FluxChecker-V,VoidNucleationRateIntegral
1e-09,9.1649808829579e-05,9.1683079681959e-05,2.027813132906e-43
1.9263284012629e-09,0.00017648743122173,0.00017661111376411,8.4106125335998e-44
3.3158210031572e-09,0.00030364820072585,0.00030400084919685,3.6558134890999e-48
5.4000599059987e-09,0.00049421288482224,0.00049507679520478,2.3746691041037e-76
8.5264182602609e-09,0.00077972176149642,0.0007816596170555,1.0059966145747e-109
1.3215955791654e-08,0.0012073061263733,0.0012114247462901,4.7241719056475e-231
2.0250262088744e-08,0.0018472370413126,0.0018556953259974,0
3.0801721534379e-08,0.002803824859544,0.002820811194105,0
4.6628910702832e-08,0.0042304977012121,0.0042641103251383,0
7.0369694455511e-08,0.0063485037941758,0.0064143674899689,0
1.0598087008453e-07,0.009462944666145,0.0095911518348091,0
1.5939763352806e-07,0.01395168747952,0.014199999578458,0
2.3952277869335e-07,0.020159160158341,0.020637464985339,0
3.5971049644128e-07,0.028077331002853,0.028990133319321,0
5.3999207306319e-07,0.036830695175658,0.038541240224057,0
8.1041443799605e-07,0.04457798867066,0.047680577449362,0
1.2160479853953e-06,0.049621149216513,0.054983087422076,0
1.8244983064943e-06,0.051743388215965,0.060496549879804,0
2.7371737881427e-06,0.051934334926785,0.065477271955805,0
4.1061870106152e-06,0.051150215232907,0.071232451214966,0
6.1597068443241e-06,0.049790045680165,0.078660864147349,0
9.2399865948874e-06,0.047885143532655,0.088476114251679,0
1.3860406220732e-05,0.045297178465799,0.10144421969549,0
2.07910356595e-05,0.041810852952279,0.11845651233811,0
3.1186979817651e-05,0.037314219520325,0.14054156143627,0
4.6780896054878e-05,0.032046822540789,0.16888851048244,0
7.0171770410718e-05,0.026619614970631,0.20484578609044,0
0.00010525808194448,0.021669612886243,0.24984819294221,0
0.00015788754924512,0.017515679395308,0.30536157401532,0
0.00023683175019608,0.01416147625484,0.37293623797931,0
0.00035524805162252,0.011481658274263,0.45429450974813,0
0.00053287250376218,0.0093408584486239,0.55135398926234,0
0.00079930918197168,0.0076262654610759,0.66616801788344,0
0.0011989641992859,0.0062492107542916,0.80077730581484,0.069467481723812
0.0017984467252573,0.0051409409847267,0.95693557173233,664.94985488335
0.0026976705142143,0.0042482726027376,1.1356431755198,53542.399070194
0.0040465061976499,0.0035301092748297,1.3364049758973,712212.87631422
0.0060697597228032,0.0029548720910893,1.5561439735365,4617336.3427517
0.0091046400105332,0.0024986765860127,1.787817299153,19585413.868974
0.013656960442128,0.0021439942038482,2.0191230661683,62708070.109656
0.020485441089521,0.0018783629889064,2.2323749428415,163057626.23472
0.030728162060609,0.0016924342218451,2.407406596698,354260064.63527
0.046092243517243,0.001576618218427,2.5289019014582,633388701.22549
0.069138365702192,0.0015169156985137,2.5955293796607,902126599.45579
0.10370754897962,0.001493738916533,2.6221197370738,1049977760.5035
0.15556132389575,0.0014876252012223,2.6291961674696,1094566844.7449
0.23334198626996,0.0014866277636603,2.630352724823,1102083936.2956
0.35001297983127,0.0014865345924795,2.6304607776838,1102789461.4353
0.52501947017323,0.0014865299078406,2.6304662105346,1102824947.8244
0.78752920568617,0.0014865297871913,2.6304663504529,1102825861.7545
1.1812938089556,0.0014865297856609,2.6304663522278,1102825873.3477
1.7719407138597,0.0014865297856518,2.6304663522383,1102825873.4164
2.6579110712159,0.0014865297856518,2.6304663522383,1102825873.4164
3.9868666072502,0.0014865297856518,2.6304663522383,1102825873.4164
5.9802999113016,0.0014865297856518,2.6304663522383,1102825873.4164
8.9704498673787,0.0014865297856518,2.6304663522383,1102825873.4164
13.455674801494,0.0014865297856518,2.6304663522383,1102825873.4164
20.183512202668,0.0014865297856518,2.6304663522383,1102825873.4164
30.275268304428,0.0014865297856518,2.6304663522383,1102825873.4164
45.412902457069,0.0014865297856518,2.6304663522383,1102825873.4164
68.119353686029,0.0014865297856518,2.6304663522383,1102825873.4164
102.17903052947,0.0014865297856518,2.6304663522383,1102825873.4164
153.26854579463,0.0014865297856518,2.6304663522383,1102825873.4164
229.90281869237,0.0014865297856518,2.6304663522383,1102825873.4164
344.85422803899,0.0014865297856518,2.6304663522383,1102825873.4164
517.28134205891,0.0014865297856518,2.6304663522383,1102825873.4164
775.92201308878,0.0014865297856518,2.6304663522383,1102825873.4164
1163.8830196336,0.0014865297856518,2.6304663522383,1102825873.4164
1745.8245294508,0.0014865297856518,2.6304663522383,1102825873.4164
2618.7367941767,0.0014865297856518,2.6304663522383,1102825873.4164
3600,0.0014865297856518,2.6304663522383,1102825873.4164

