time,FluxChecker-I,FluxChecker-V,VoidNucleationRateIntegral
1e-09,9.1597235620945e-05,9.1682879698179e-05,1.3293118807354e-58
1.8559059433797e-09,0.0001699289360652,0.00017015394579974,2.12200970239e-61
3.1397648584493e-09,0.00028732383097358,0.00028785760862059,1.0220768433968e-76
5.0655532310537e-09,0.00046322662832165,0.00046440261634762,7.0042329154533e-101
7.9542357899602e-09,0.00072671579983837,0.00072918345915336,5.5054895532554e-169
1.228725962832e-08,0.00112121205837,0.0011262282016914,0
1.878679538586e-08,0.0017113756210578,0.0017213627098633,0
2.8536099022169e-08,0.0025929789970817,0.0026125956717924,0
4.3160054476634e-08,0.003906296973574,0.0039444929138934,0
6.5095987658331e-08,0.0058518383892219,0.0059258010928519,0
9.7999887430876e-08,0.0087007384902696,0.0088434556708998,0
1.4735573708969e-07,0.012772772499415,0.013047356885802,0
2.2138951157792e-07,0.018313314179741,0.018839252655562,0
3.3244017331026e-07,0.025173965617398,0.026171535679936,0
4.9901616590877e-07,0.032397877571164,0.034251408041117,0
7.4888015480653e-07,0.038353839753405,0.041674519604554,0
1.1236761381532e-06,0.041859734247766,0.047509385035014,0
1.6858701131731e-06,0.043059373301034,0.052132856063086,0
2.5291610757031e-06,0.042852845684571,0.056690534779545,0
3.794097519498e-06,0.041920600436876,0.062199302791293,0
5.6915021851904e-06,0.040486864407966,0.069361856928353,0
8.537609183729e-06,0.038513514540253,0.078794563952739,0
1.2806769681537e-05,0.035843105135194,0.091180778297825,0
1.9210510428249e-05,0.032334512836832,0.10730786489224,0
2.8816121548316e-05,0.028077349329049,0.1280815620514,0
4.3224538228418e-05,0.023502287568068,0.15452794334268,0
6.483716324857e-05,0.019177083108194,0.18773658646742,0
9.7256100778799e-05,0.015469734028315,0.22878333142053,0
0.00014588450707414,0.01245235823269,0.27872887930308,0
0.00021882711651716,0.010038576091038,0.33866359017922,0
0.00032824103068168,0.0081120896998355,0.40968968627643,2.0381484616531e-14
0.00049236190192846,0.0065719103792403,0.49278723084108,9.2375285699976e-09
0.00073854320879863,0.0053383670166572,0.58853681435788,1.2095729074457e-06
0.0011078151691039,0.0043504170917325,0.69665255256179,2.552189013135e-05
0.0016617231095618,0.0035622756495629,0.81528730428762,0.00023024826673588
0.0024925850202486,0.0029407017157782,0.94017639881301,0.0013065079631425
0.0037388778862789,0.002462718899558,1.0639731787451,0.0058486667131487
0.0056083171853243,0.002112832809414,1.1766067518858,0.034658844608931
0.0084124761338923,0.0018786246800411,1.2677699280723,0.84559785143067
0.012618714556744,0.0017450025694026,1.3317630531441,4.0287944757126
0.018928072191023,0.0016873296710546,1.3717979886156,7.7082447976008
0.02839210864244,0.0016675084590841,1.395010652292,9.7946781404404
0.042588163319566,0.0016610294763331,1.4062260405736,10.593221552044
0.063882245335254,0.001659164264691,1.410179041731,10.830272195832
0.095823368358788,0.0016587639398038,1.4110928116555,10.881278089324
0.14373505289409,0.001658709349571,1.4112199598974,10.888224585409
