time,FluxChecker-I,FluxChecker-V,VoidNucleationRateIntegral
1e-09,9.162525177395e-05,9.1683116686782e-05,2.5345349555606e-36
1.9608495730946e-09,0.00017960555114287,0.00017977624870161,2.7882813991087e-38
3.4021239327365e-09,0.00031148264640049,0.00031191377850358,1.7154465179972e-41
5.5640354721994e-09,0.00050912597352115,0.00051011187625233,1.2077762332036e-52
8.8069027813936e-09,0.00080526126482936,0.00080737939278874,1.4779795651787e-94
1.3671203745185e-08,0.0012488036219563,0.0012531763129369,9.4016781298197e-175
2.0967655190872e-08,0.0019127137726177,0.0019215100998628,0
3.1912332359403e-08,0.0029053738330253,0.0029227717116195,0
4.8329348112199e-08,0.0043864247274065,0.0044204561208949,0
7.2954871741393e-08,0.0065867383444692,0.0066528289702822,0
1.0989315718518e-07,0.0098267119341249,0.0099544609403579,0
1.6530058535087e-07,0.014509308652377,0.01475537359531,0
2.484117275994e-07,0.021020148516329,0.021492163282899,0
3.730784409722e-07,0.029409470353611,0.030307910982994,0
5.6007851103139e-07,0.038841154140015,0.040523686050626,0
8.4057861612018e-07,0.047398041338566,0.05045509475443,0
1.2613287737534e-06,0.053160483722156,0.058464358518973,0
1.8924540102031e-06,0.055727623288934,0.064429279630477,0
2.8391418648778e-06,0.056103801469354,0.069632542471872,0
4.2591736468898e-06,0.055367217918965,0.075513149645182,0
6.3892213199078e-06,0.054002798404609,0.083071750660601,0
9.5842928294348e-06,0.052074433322549,0.093077933649844,0
1.4376900093725e-05,0.049458501891962,0.10634814517914,0
2.1565810990161e-05,0.045932768070587,0.12384368163534,0
3.2349177334815e-05,0.041325636353616,0.14668362810973,0
4.8524226851795e-05,0.035783193499034,0.17616819938034,0
7.2786801127265e-05,0.029884949063842,0.21380253012304,0
0.00010918066254047,0.024355356471342,0.26125300340886,0
0.00016377145466028,0.019639965094156,0.32029115613055,0
0.00024565764283999,0.015809923700057,0.39285162876517,0
0.00036848692510956,0.012746716952322,0.48117169288009,0
0.00055273084851392,0.010300133614375,0.58790074636194,0
0.00082909673362045,0.0083409159913139,0.71615301241711,0
0.0012436455612802,0.0067666993391831,0.86951751257787,0
0.0018654688027699,0.0054978516437184,1.0520155399231,51.137359560114
0.0027982036650045,0.0044724982252082,1.2679640360947,3219372.5741444
0.0041973059583563,0.0036423735644448,1.5216690698665,761563824.57116
0.006295959398384,0.0029696623054992,1.8168285645843,11196723403.934
0.0094439395584256,0.0024246936571642,2.1554694430766,76065291921.834
0.014165909798488,0.0019843162095295,2.5362110313238,339874998934.33
0.021248865158582,0.0016307937675776,2.9517340909594,1183474246863.6
0.031873298198722,0.0013510429371998,3.385770429093,3588243551281.9
0.047809947758932,0.0011359218657555,3.8110264382871,10600349818061
0.071714922099248,0.00097909302609644,4.1911375810825,62284405461374
0.10757238360972,0.00087501130557789,4.49039132822,1.1452059488973e+15
0.16135857587543,0.00081682524237363,4.6914773968018,4.4773388957475e+15
0.242037864274,0.00079545885119915,4.8153426084416,7.7563400545715e+15
0.36305679687185,0.00078875852763654,4.8894804681096,9.424593928385e+15
0.54458519576862,0.0007864797633273,4.9258654827972,1.005253033049e+16
0.81687779411378,0.00078579995867575,4.9387193636308,1.0244139483276e+16
1.2253166916315,0.00078565199729101,4.9416737839159,1.0286047561383e+16
1.8379750379081,0.00078563187172028,4.9420810132881,1.0291750920298e+16
2.756962557323,0.0007856303218928,4.942112456126,1.0292190069419e+16
4.1354438364454,0.00078563025859472,4.9421137409074,1.0292208004012e+16
6.203165755129,0.00078563025728732,4.9421137674458,1.0292208374443e+16
9.3047486331543,0.00078563025727477,4.9421137677024,1.0292208377992e+16
13.957122950192,0.00078563025727477,4.9421137677024,1.0292208377992e+16
20.935684425749,0.00078563025727477,4.9421137677024,1.0292208377992e+16
31.403526639085,0.00078563025727477,4.9421137677024,1.0292208377992e+16
47.105289959088,0.00078563025727477,4.9421137677024,1.0292208377992e+16
70.657934939093,0.00078563025727477,4.9421137677024,1.0292208377992e+16
105.9869024091,0.00078563025727477,4.9421137677024,1.0292208377992e+16
158.98035361411,0.00078563025727477,4.9421137677024,1.0292208377992e+16
238.47053042163,0.00078563025727477,4.9421137677024,1.0292208377992e+16
357.7057956329,0.00078563025727477,4.9421137677024,1.0292208377992e+16
536.55869344981,0.00078563025727477,4.9421137677024,1.0292208377992e+16
804.83804017518,0.00078563025727477,4.9421137677024,1.0292208377992e+16
1207.2570602632,0.00078563025727477,4.9421137677024,1.0292208377992e+16
1810.8855903953,0.00078563025727477,4.9421137677024,1.0292208377992e+16
2716.3283855934,0.00078563025727477,4.9421137677024,1.0292208377992e+16
3600,0.00078563025727477,4.9421137677024,1.0292208377992e+16

