time,FluxChecker-I,FluxChecker-V,VoidNucleationRateIntegral
1e-09,2.290819213568e-06,2.2920816914725e-06,2.2173397069422e-38
2.005707724239e-09,4.5933402010241e-06,4.5972454548445e-06,3.1621597862631e-41
3.5142693105974e-09,8.0448873730987e-06,8.054989500853e-06,1.405658656302e-44
5.7771116901352e-09,1.3218176153178e-05,1.3241599668105e-05,7.3108621414716e-49
9.1713752594417e-09,2.0970733814172e-05,2.1021496408577e-05,1.138939778083e-91
1.4262770613402e-08,3.2585884476791e-05,3.2691276523568e-05,5.6878296821662e-140
2.1899863644341e-08,4.9982892641566e-05,5.0195712170325e-05,0
3.3355503190751e-08,7.6029570628931e-05,7.6451591826521e-05,0
5.0538962510365e-08,0.0001150057539487,0.00011583279603829,0
7.6314151489787e-08,0.00017328710568682,0.0001748957806887,0
1.1497693495892e-07,0.00026034526674642,0.00026346056120761,0
1.7297111016262e-07,0.00039018741182898,0.0003962080173526,0
2.5996237296817e-07,0.00058336216465508,0.00059499561214113,0
3.9044926717649e-07,0.00086955815399691,0.00089206765696531,0
5.8617960848897e-07,0.001290363042525,0.0013340250077078,0
8.797751204577e-07,0.0019002312500781,0.0019851760731126,0
1.3201683884108e-06,0.0027595841688342,0.0029252178285712,0
1.9807582903404e-06,0.0039059828758087,0.0042286325842333,0
2.9716431432349e-06,0.0052866155459396,0.0059095195547189,0
4.4579704225765e-06,0.0066794064841867,0.00785350588832,0
6.687461341589e-06,0.0077366393968609,0.0098537978016342,0
1.0031697720108e-05,0.0082257663766103,0.011819648137994,0
1.5048052287886e-05,0.0081910592166925,0.013924937775337,0
2.2572584139553e-05,0.0078020889552471,0.016497558877495,0
3.3859381917054e-05,0.0071590350312828,0.019852173326107,0
5.0789578583305e-05,0.0063089342220204,0.024262824313006,0
7.6184873582682e-05,0.0053417724264404,0.0300086641085,0
0.00011427781608175,0.0043907822771269,0.037394185455252,0
0.00017141722983034,0.0035568854750637,0.046741526906887,0
0.00025712635045324,0.0028706022702815,0.058393945154872,0
0.00038569003138759,0.0023182832312899,0.072741562392648,0
0.0005785355527891,0.0018754493987288,0.090249730073228,0
0.00086780383489138,0.0015198684782254,0.11147931045982,0
0.0013017062580448,0.0012336054933652,0.1370999339465,0
0.0019525598927749,0.0010025381383242,0.16789655149606,0
0.0029288403448701,0.00081558923797915,0.20476743432666,0
0.0043932610230129,0.00066405040006397,0.24870939790775,0
0.006589892040227,0.00054104577639121,0.30078084533972,0
0.0098848385660483,0.00044112302565611,0.36202467992561,34.852026232451
0.01482725835478,0.00035994740380596,0.43332139696253,26880861.984136
0.022240888037878,0.00029407725857464,0.51512924585565,4047751562.216
0.033361332562525,0.0002408041219717,0.60706134560741,91754661580.65
0.050041999349495,0.00019804329497228,0.70727462299694,871394020838.52
0.07506299952995,0.00016425672875054,0.81175915620429,5172430334201.5
0.11259449980063,0.00013837398946475,0.91389334911995,24469943833602
0.16889175020666,0.00011965266294308,1.0050365832177,2.373774541665e+14
0.25333762581569,0.0001074227471883,1.0770377376218,4.3530549661002e+15
0.38000643922925,0.00010074728713264,1.1264716765562,1.6132048834835e+16
0.57000965934958,9.7984035371294e-05,1.1570376708651,2.7599555862667e+16
0.85501448953007,9.7029257665009e-05,1.1741857533294,3.3524142564589e+16
1.2825217348008,9.6722160673286e-05,1.1819556627938,3.5668554696913e+16
1.9237826027069,9.6638487184566e-05,1.1844619441735,3.6264747466362e+16
2.8856739045661,9.6622131199706e-05,1.1849816447043,3.6381274043407e+16
4.3285108573549,9.6620154503738e-05,1.1850454360345,3.6395331399197e+16
6.492766286538,9.6620020683297e-05,1.185049769073,3.6396282300966e+16
9.7391494303127,9.662001592559e-05,1.1850499232251,3.6396316100877e+16
14.608724145975,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
21.913086219468,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
32.869629329708,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
49.304443995067,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
73.956665993106,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
110.93499899017,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
166.40249848575,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
249.60374772914,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
374.40562159421,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
561.60843239182,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
842.41264858823,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
1263.6189728829,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
1895.4284593248,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
2843.1426889877,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16
3600,9.6620015840619e-05,1.1850499259764,3.6396316704729e+16

